Fecha,IdVehiculo,IdModelo,IdCliente,Estado,Year,Precio
2020-07-30,213,11,16163,Segunda Mano,2013,17805
2020-05-27,214,4,4668,Segunda/Mano,2017,26199
2017-06-27,215,10,3302,Segunda Mano,2012,33248
2022-02-22,216,13,22414,segunda mano,2007,38572
2019-04-14,217,8,29784,Segunda-Mano,2008,33932
2022-09-02,218,8,8704,Segunda/Mano,2008,18657
2019-11-28,219,10,2286,Nuevo,2019,38621
2019-02-19,220,8,10532,Segunda\Mano,2009,26724
2019-07-05,221,18,995,Nuevo,2019,29572
2022-04-14,222,13,18782,Nuevo,2022,49766
2021-05-27,223,7,13688,Segunda Mano,2011,24580
2016-11-11,224,4,10555,Segunda-Mano,2006,17985
2020-03-09,225,10,1172,Segunda-Mano,2006,16853
2018-07-12,226,5,11047,segunda mano,2008,13133
2022-10-10,227,8,10371,Segunda-Mano,2021,36867
2021-01-25,228,10,5927,segunda mano,2010,32332
2023-05-27,229,14,21810,Nuevo,2023,29370
2019-04-17,230,10,4482,Segunda Mano,2016,26195
2020-10-12,231,6,8524,Segunda/Mano,2012,25076
2016-01-28,232,5,16840,Segunda/Mano,2004,13375
2018-01-02,233,20,644,Nuevo,2018,32541
2017-09-21,234,6,29899,Segunda\Mano,2003,20674
2018-07-13,235,12,5034,Segunda-Mano,2017,39109
2017-05-15,236,11,1249,Segunda/Mano,2010,27542
2019-04-27,237,17,6379,Segunda Mano,2018,17965
2015-06-29,238,12,20804,segunda mano,2011,26841
2020-03-23,239,15,29998,Nuevo,2020,20987
2023-06-21,240,5,19738,Segunda/Mano,2018,12208
2022-03-16,241,6,7267,Segunda Mano,2010,18970
2020-05-21,242,10,25070,Segunda Mano,2010,19388
2016-03-01,243,6,9322,Segunda Mano,2005,19174
2019-06-07,244,9,12739,Segunda-Mano,2010,34062
2015-07-24,245,14,13076,Segunda Mano,2006,22770
2016-11-10,246,19,4932,Nuevo,2016,25653
2020-05-10,247,11,13978,Nuevo,2020,39118
2017-04-13,248,2,9164,Nuevo,2017,36516
2015-08-20,249,13,27325,Segunda/Mano,2009,30188
2019-04-17,250,7,15351,Nuevo,2019,41268
2021-09-26,251,15,3074,segunda mano,2008,12955
2018-06-21,252,5,20372,Segunda Mano,2007,13023
2023-01-03,253,18,8329,Nuevo,2023,30473
2017-01-09,254,12,2004,Nuevo,2017,55023
2023-04-30,255,14,16045,Segunda\Mano,2022,24791
2018-02-14,256,9,1909,Nuevo,2018,39414
2018-03-25,257,15,26487,Segunda\Mano,2004,9530
2017-12-19,258,15,3793,Segunda Mano,2008,20134
2015-04-06,259,17,25393,Segunda/Mano,2005,20017
2018-10-22,260,9,1482,Segunda\Mano,2008,26077
2015-12-29,261,17,27383,Segunda-Mano,2002,14333
2021-03-04,262,20,6061,Nuevo,2021,45897
2020-04-20,263,18,4235,Segunda-Mano,2019,17652
2021-03-24,264,5,3580,Nuevo,2021,30747
2021-12-15,265,14,13219,Nuevo,2021,40313
2015-03-30,266,8,17618,Segunda Mano,2013,39406
2022-11-12,267,12,26505,Segunda\Mano,2009,30288
2023-05-09,268,15,3282,Segunda-Mano,2017,20926
2019-02-18,269,10,16943,Segunda\Mano,2008,21024
2015-08-05,270,10,16578,Segunda-Mano,2014,28445
2017-09-12,271,2,13346,Segunda Mano,2015,33801
2020-12-29,272,7,25351,Segunda/Mano,2006,22267
2022-04-06,273,1,22189,segunda mano,2013,14228
2018-12-03,274,7,3689,Nuevo,2018,45189
2015-04-29,275,4,29424,Nuevo,2015,37830
2015-05-04,276,18,29455,Segunda Mano,2001,16870
2016-08-14,277,12,20547,Segunda/Mano,2001,26777
2016-08-20,278,14,20763,Segunda\Mano,2011,22916
2023-04-03,279,6,10003,Segunda-Mano,2013,26353
2018-08-28,280,12,26226,Segunda\Mano,2017,36190
2023-04-07,281,15,15581,Nuevo,2023,21691
2018-03-20,282,12,6766,Segunda/Mano,2010,27945
2022-02-14,283,3,2739,Segunda/Mano,2011,26401
2020-11-18,284,6,23069,segunda mano,2013,17206
2021-06-03,285,8,13230,Segunda\Mano,2013,32739
2019-07-13,286,16,17691,Nuevo,2019,30681
2021-01-07,287,17,12532,Nuevo,2021,29091
2022-07-29,288,16,15511,Nuevo,2022,36259
2023-08-23,289,13,10684,Segunda/Mano,2022,38554
2021-01-07,290,3,15558,Segunda\Mano,2011,22952
2016-07-02,291,3,25077,Segunda\Mano,2010,20502
2022-06-04,292,2,7037,Segunda\Mano,2018,25231
2020-11-16,293,4,13305,Segunda-Mano,2012,18786
2023-11-21,294,11,11346,Nuevo,2023,41877
2022-05-18,295,13,24202,Segunda/Mano,2014,45155
2018-01-24,296,14,22807,Segunda/Mano,2013,23085
2022-09-01,297,9,13675,Segunda-Mano,2014,34631
2017-03-17,298,9,19615,Segunda-Mano,2011,28165
2015-12-26,299,6,92,Segunda\Mano,2014,23343
2023-08-19,300,18,1928,Nuevo,2023,30941
2022-04-11,301,15,84,Segunda Mano,2010,14828
2016-05-02,302,18,14099,Nuevo,2016,32625
2022-06-13,303,18,10471,Nuevo,2022,31618
2018-02-08,304,11,25003,Segunda/Mano,2003,17511
2017-09-11,305,7,26503,Segunda-Mano,2013,30077
2021-08-15,306,17,21221,Nuevo,2021,29744
2015-05-29,307,14,7245,segunda mano,2014,22428
2015-11-26,308,15,6384,segunda mano,2003,12589
2017-03-29,309,2,5840,Nuevo,2017,38636
2023-12-22,310,6,29886,Segunda Mano,2011,28373
2018-04-26,311,8,20477,Segunda-Mano,2016,30811
2020-12-22,312,8,12052,Segunda-Mano,2008,26296
2023-05-31,313,13,5176,Nuevo,2023,47774
2020-08-03,314,9,10950,Segunda\Mano,2018,37090
2015-08-17,315,14,21259,Segunda\Mano,2008,17509
2023-08-26,316,7,10237,Nuevo,2023,41234
2018-12-01,317,3,953,Segunda/Mano,2007,30204
2018-04-14,318,7,1259,segunda mano,2013,32376
2015-05-11,319,13,12526,segunda mano,2009,48042
2018-01-30,320,15,10556,Nuevo,2018,28755
2022-04-04,321,13,16274,Segunda\Mano,2013,32454
2022-01-13,322,6,11413,segunda mano,2017,32733
2022-05-13,323,14,14566,Segunda/Mano,2019,26673
2019-08-14,324,7,20551,Nuevo,2019,32789
2017-01-23,325,11,7558,Segunda-Mano,2008,20886
2019-10-23,326,12,3207,Segunda/Mano,2016,28729
2019-12-10,327,7,8125,Nuevo,2019,34676
2018-05-09,328,13,16091,Segunda-Mano,2010,27414
2017-04-21,329,5,26730,Segunda Mano,2016,18107
2017-07-21,330,3,696,Nuevo,2017,36187
2015-03-14,331,8,411,Segunda-Mano,2014,22969
2018-08-15,332,9,3206,Segunda/Mano,2013,26973
2023-03-01,333,11,5233,Nuevo,2023,40749
2019-07-16,334,3,27933,Segunda\Mano,2005,17353
2023-09-20,335,10,29525,Segunda-Mano,2020,34843
2021-05-31,336,6,1360,Segunda/Mano,2017,25842
2019-05-04,337,8,18286,segunda mano,2005,17110
2019-01-13,338,14,11299,Segunda/Mano,2017,27143
2021-04-27,339,19,21555,Nuevo,2021,30281
2015-06-23,340,18,18554,Segunda\Mano,2011,32098
2017-11-26,341,5,6096,segunda mano,2007,12681
2023-03-31,342,12,14398,Nuevo,2023,43574
2023-02-23,343,14,21638,Segunda Mano,2019,25369
2019-08-08,344,7,28083,Segunda Mano,2012,31746
2018-06-14,345,13,18002,Nuevo,2018,56587
2020-08-16,346,8,8909,Segunda\Mano,2017,31139
2020-11-17,347,17,19587,Segunda/Mano,2016,23704
2015-01-19,348,17,26708,Segunda/Mano,2011,25958
2016-04-22,349,11,24110,Segunda/Mano,2009,21580
2023-04-05,350,9,21537,Segunda/Mano,2013,24339
2018-08-24,351,15,14378,Segunda/Mano,2008,13370
2016-08-27,352,7,27373,Segunda Mano,2009,26944
2022-04-28,353,9,29061,Segunda\Mano,2009,31009
2021-10-01,354,14,5902,segunda mano,2010,17492
2022-06-17,355,19,1140,segunda mano,2008,14921
2016-02-03,356,13,29787,Nuevo,2016,64113
2017-12-04,357,18,1397,Nuevo,2017,32122
2019-05-12,358,8,2921,Segunda-Mano,2015,34268
2023-04-05,359,8,13699,Segunda Mano,2020,27537
2017-08-07,360,13,20336,Segunda Mano,2013,51070
2019-12-19,361,17,5281,Nuevo,2019,31546
2019-12-15,362,8,23997,Nuevo,2019,48358
2020-01-15,363,9,10395,Segunda Mano,2018,39439
2015-08-11,364,11,12543,Nuevo,2015,38378
2022-01-21,365,4,28979,Nuevo,2022,30458
2017-09-13,366,14,2094,Segunda Mano,2012,21190
2016-08-08,367,3,29904,Nuevo,2016,40838
2020-09-25,368,18,23346,Nuevo,2020,40603
2018-03-03,369,9,22147,segunda mano,2008,30803
2019-01-20,370,16,21880,Nuevo,2019,31990
2016-03-09,371,16,21354,Nuevo,2016,38155
2020-08-14,372,17,19212,Segunda Mano,2008,16679
2018-09-20,373,12,1413,Nuevo,2018,49496
2022-01-18,374,10,7724,Segunda\Mano,2016,30514
2015-05-06,375,13,17264,Segunda-Mano,2001,29313
2015-12-20,376,18,2535,Nuevo,2015,40913
2016-05-04,377,10,20243,Nuevo,2016,44159
2019-09-02,378,7,7300,Nuevo,2019,46946
2021-01-28,379,8,27400,Segunda\Mano,2007,20793
2023-11-20,380,7,26249,Segunda-Mano,2022,33820
2017-11-05,381,10,22508,segunda mano,2010,31938
2018-07-05,382,15,4448,Nuevo,2018,19939
2017-09-23,383,8,19364,Nuevo,2017,51642
2018-05-16,384,4,17318,Segunda\Mano,2007,20030
2019-11-07,385,4,19940,Segunda-Mano,2015,23996
2019-11-09,386,11,29799,Nuevo,2019,38064
2019-10-09,387,14,7491,Nuevo,2019,34584
2021-09-22,388,3,25116,Segunda\Mano,2019,27177
2018-07-16,389,4,11416,Segunda Mano,2006,18894
2023-03-19,390,17,19348,Segunda-Mano,2014,20518
2018-11-09,391,10,15450,Segunda-Mano,2007,27350
2023-07-29,392,2,26557,Segunda/Mano,2017,25537
2021-12-09,393,12,673,Segunda-Mano,2014,37415
2018-06-11,394,20,8488,Nuevo,2018,41741
2017-01-02,395,16,1384,Segunda Mano,2015,23227
2020-07-05,396,2,6313,Segunda\Mano,2019,29299
2015-11-10,397,18,23051,segunda mano,2005,18128
2017-04-08,398,8,13497,Nuevo,2017,44000
2023-12-02,399,18,1025,Segunda\Mano,2019,30799
2018-10-12,400,16,4646,Nuevo,2018,28060
2023-10-26,401,8,28740,Segunda\Mano,2018,28612
2017-03-04,402,13,11274,Nuevo,2017,59480
2017-07-28,403,15,4186,Segunda\Mano,2010,18525
2017-08-16,404,12,9537,Nuevo,2017,37304
2018-05-16,405,19,2108,segunda mano,2012,26515
2019-11-12,406,12,4990,Segunda-Mano,2011,23728
2022-03-20,407,17,16501,Nuevo,2022,23961
2020-10-08,408,16,28363,segunda mano,2006,14365
2023-02-22,409,13,22172,segunda mano,2021,33259
2022-11-13,410,15,22375,Segunda-Mano,2018,14672
2021-09-09,411,10,13475,Segunda-Mano,2006,27375
2023-03-27,412,8,752,Segunda/Mano,2015,29061
2022-07-06,413,20,5714,Segunda\Mano,2011,22242
2020-10-07,414,6,312,segunda mano,2015,24477
2019-04-06,415,8,957,segunda mano,2013,41408
2023-03-05,416,11,5330,segunda mano,2014,18431
2020-05-17,417,11,27515,Nuevo,2020,43052
2018-12-09,418,6,6088,Nuevo,2018,37987
2017-12-24,419,5,25258,Segunda\Mano,2010,18721
2020-12-06,420,9,1308,Segunda/Mano,2009,24172
2022-08-12,421,9,21661,Segunda Mano,2015,32289
2019-06-30,422,11,23945,Segunda-Mano,2010,23043
2018-07-20,423,16,629,Segunda-Mano,2007,15719
2019-02-05,424,10,23873,Segunda-Mano,2009,25430
2021-12-18,425,15,8433,Segunda/Mano,2016,17754
2018-03-06,426,9,22652,segunda mano,2015,30440
2018-05-31,427,16,22062,Segunda-Mano,2013,15185
2015-12-02,428,9,8133,segunda mano,2005,33873
2020-04-11,429,11,22182,Nuevo,2020,40620
2017-04-14,430,11,6112,segunda mano,2008,19634
2017-08-12,431,4,16591,Nuevo,2017,41188
2015-07-17,432,20,8082,Segunda/Mano,2014,36205
2016-10-08,433,10,18510,Segunda-Mano,2005,20450
2023-01-18,434,8,29419,Segunda-Mano,2022,36870
2023-05-14,435,7,12589,Nuevo,2023,34807
2021-12-25,436,11,22042,Nuevo,2021,30422
2017-03-07,437,17,19216,Segunda-Mano,2004,20178
2017-08-30,438,8,14474,Nuevo,2017,50864
2019-03-21,439,15,8605,segunda mano,2012,11457
2017-05-27,440,6,4112,Segunda-Mano,2012,22608
2022-09-26,441,1,13439,Segunda\Mano,2019,26730
2019-12-02,442,8,4456,segunda mano,2010,23117
2017-03-29,443,9,9754,Nuevo,2017,45581
2019-06-11,444,13,6520,Nuevo,2019,60832
2020-08-20,445,8,27789,Segunda\Mano,2014,21871
2022-08-29,446,8,25605,Segunda/Mano,2011,18213
2016-03-08,447,10,24645,Nuevo,2016,35057
2021-03-17,448,13,4137,Segunda/Mano,2015,35258
2019-11-15,449,10,7387,Segunda/Mano,2011,25418
2019-03-01,450,14,11032,Segunda Mano,2009,23832
2022-01-25,451,8,18306,segunda mano,2012,31690
2023-07-01,452,16,17282,Segunda\Mano,2009,12924
2019-02-09,453,6,16838,Nuevo,2019,42703
2016-05-17,454,9,15957,Segunda-Mano,2010,26453
2021-09-19,455,20,18015,Segunda Mano,2013,31406
2019-09-13,456,7,3243,Nuevo,2019,47572
2018-04-20,457,2,3628,Segunda/Mano,2005,19970
2018-11-29,458,12,24354,segunda mano,2011,37068
2020-12-03,459,9,29096,Segunda-Mano,2016,29175
2015-06-10,460,5,16395,Nuevo,2015,21564
2019-09-20,461,7,7582,Nuevo,2019,33861
2015-02-23,462,14,24682,Nuevo,2015,30086
2022-03-11,463,18,2925,Segunda/Mano,2017,25375
2016-10-08,464,8,7162,Nuevo,2016,41231
2017-07-20,465,10,12342,Segunda Mano,2009,18623
2021-01-20,466,4,11359,Segunda-Mano,2018,18958
2016-06-29,467,10,21056,Nuevo,2016,37707
2016-08-25,468,6,18095,Nuevo,2016,30745
2017-05-14,469,12,15175,Segunda/Mano,2006,26308
2016-01-19,470,18,20914,Segunda-Mano,2010,15025
2019-01-31,471,7,17767,Segunda Mano,2011,28346
2021-11-15,472,17,28069,segunda mano,2017,17020
2023-05-05,473,11,2968,segunda mano,2008,18189
2019-10-12,474,18,1006,Segunda\Mano,2018,26748
2023-09-20,475,12,12159,Nuevo,2023,48782
2015-11-18,476,20,22795,Segunda-Mano,2006,30970
2019-06-04,477,5,17117,Segunda Mano,2013,12259
2016-10-29,478,11,12918,Nuevo,2016,34898
2022-03-07,479,12,14120,Nuevo,2022,54996
2015-08-26,480,9,22933,Nuevo,2015,54109
2020-11-01,481,7,26105,segunda mano,2013,26804
2021-01-10,482,11,11725,segunda mano,2015,23032
2015-09-02,483,13,7404,Nuevo,2015,59769
2021-10-28,484,6,20165,Nuevo,2021,38278
2021-11-18,485,19,20897,segunda mano,2014,21434
2023-02-05,486,9,7857,Nuevo,2023,55655
2022-02-07,487,4,16158,Segunda\Mano,2015,17681
2017-10-07,488,20,29927,Nuevo,2017,45911
2018-03-31,489,12,3881,Segunda Mano,2010,26662
2020-04-24,490,9,13520,Segunda\Mano,2007,28785
2015-02-25,491,11,20591,segunda mano,2009,28095
2018-05-05,492,7,24108,segunda mano,2014,29148
2019-12-31,493,7,12489,segunda mano,2007,27604
2019-05-05,494,5,157,Nuevo,2019,29015
2015-06-28,495,15,1403,segunda mano,2007,12883
2023-12-20,496,8,25571,Segunda\Mano,2019,27127
2022-06-12,497,19,17097,Segunda/Mano,2021,21570
2023-06-27,498,11,8644,Segunda Mano,2018,30796
2019-10-22,499,8,26371,segunda mano,2014,23907
2018-12-17,500,13,19338,segunda mano,2013,36104
2022-01-22,501,11,24537,segunda mano,2014,20868
2020-11-15,502,16,20791,Nuevo,2020,31579
2020-09-14,503,14,17736,Segunda/Mano,2012,22179
2020-11-23,504,17,21976,Nuevo,2020,30536
2018-06-07,505,1,28398,Nuevo,2018,24280
2021-11-03,506,5,24818,Segunda/Mano,2014,21681
